diplomat_id,person_id,dob,family_name,family_name_en,name,name_en,patronymic,patronymic_en,position,position_en,rank,rank_item,department,department_en,country_item
357,1722343,1977-01-22,Бредихин,Bredikhin,Олег,Oleg,Николаевич,Nikolaevich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,четвертый европейский департамент,Fourth European Department,
358,1722344,1964-06-22,Бубликов,Bagels,Вадим,Vadim,Владимирович,Vladimirovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,третий департамент азии,Third Department of Asia,
359,1722345,1960-05-12,Будаев,Budaev,Александр,Alexander,Николаевич,Nikolaevich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в хайфе,государство израиль","Consulate General of the Russian Federation in Haifa, State of Israel",Q801
360,1722346,1968-10-07,Букин,Bukin,Дмитрий,Dmitry,Васильевич,Vasilievich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент международной информационной безопасности,Department of International Information Security,
361,1395512,,Булгаков,Bulgakov,Илья,Ilya,Андреевич,Andreevich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в иорданском хашимитском королевстве,Embassy of the Russian Federation in the Hashemite Kingdom of Jordan,Q810
362,838897,1962-11-24,Буравов,Buravov,Андрей,Andrey,Вячеславович,Vyacheslavovich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в стамбуле, турецкая республика","Consulate General of the Russian Federation in Istanbul, Republic of Turkey",Q43
363,834766,1961-12-19,Бурмистров,Burmistrov,Борис,Boris,Аркадьевич,Arkadyevich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в исфагане, исламская республика иран","Consulate General of the Russian Federation in Isfahan, Islamic Republic of Iran",Q794
364,1721801,1979-09-14,Буякевич,Buyakevich,Максим,Maxim,Витальевич,Vitalievich,заместитель постоянного представителя,Deputy Permanent Representative,чрезвычайный и полномочный посланник 2 класса,Q139927432,"постоянное представительство российской федерации при организации по безопасности и сотрудничеству в европе (обсе) в вене, австрийская республика","Permanent Mission of the Russian Federation to the Organization for Security and Cooperation in Europe (OSCE) in Vienna, Republic of Austria",Q40
365,834864,1964-01-16,Вадов,Vadov,Андрей,Andrey,Георгиевич,Georgievich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генконсульство российской федерации в реште, исламская республика иран","Consulate General of the Russian Federation in Reshta, Islamic Republic of Iran",Q794
366,1721802,1978-09-21,Варганов,Varganov,Евгений,Evgeny,Юрьевич,Yuryevich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент экономического сотрудничества,Department of Economic Cooperation,
367,1721803,1967-07-13,Варич,Varich,Николай,Nikolay,Николаевич,Nikolaevich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент африки,Department of Africa,
368,1722032,1969-04-20,Варламов,Varlamov,Андрей,Andrey,Николаевич,Nikolaevich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генконсульство российской федерации в гродно, республика белоруссия","Consulate General of the Russian Federation in Grodno, Republic of Belarus",Q184
369,1722347,1959-01-26,Варламов,Varlamov,Игорь,Igor,Николаевич,Nikolaevich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике колумбии,Embassy of the Russian Federation in the Republic of Colombia,Q739
370,1722348,1972-03-30,Васильев,Vasiliev,Вадим,Vadim,Игорьевич,Igorevich,главный советник департамента,chief adviser of the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент по многостороннему гуманитарному сотрудничеству и культурным связям,Department of Multilateral Humanitarian Cooperation and Cultural Relations,
371,1722349,1979-03-28,Васильев,Vasiliev,Сергей,Sergey,Юрьевич,Yuryevich,заместитель постоянного представителя,Deputy Permanent Representative,чрезвычайный и полномочный посланник 2 класса,Q139927432,"постоянное представительство российской федерации при отделении оон и других международных организациях в женеве, швейцарская конфедерация","Permanent Mission of the Russian Federation to the UN Office and other international organizations in Geneva, Swiss Confederation",Q184
371,1722349,1979-03-28,Васильев,Vasiliev,Сергей,Sergey,Юрьевич,Yuryevich,заместитель постоянного представителя,Deputy Permanent Representative,чрезвычайный и полномочный посланник 2 класса,Q139927432,"постоянное представительство российской федерации при отделении оон и других международных организациях в женеве, швейцарская конфедерация","Permanent Mission of the Russian Federation to the UN Office and other international organizations in Geneva, Swiss Confederation",Q39
372,1721804,1980-04-10,Василян,Vasilyan,Карен,Karen,Ашотович,Ashotovich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генконсульство российской федерации в александрии, арабская республика египет","Consulate General of the Russian Federation in Alexandria, Arab Republic of Egypt",Q79
373,834226,,Васина,Vasina,Виктория,Victoria,Михайловна,Mikhailovna,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент государственного протокола,Department of State Protocol,
374,1721805,1976-12-15,Ведринская,Vedrinskaya,Мария,Maria,Евгеньевна,Evgenievna,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генконсульство российской федерации в генуе, итальянская республика","Consulate General of the Russian Federation in Genoa, Italian Republic",Q38
376,1721806,1981-04-20,Ветрик,Wind,Сергей,Sergey,,,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генконсульство российской федерации в анталье, турецкая республика","Consulate General of the Russian Federation in Antalya, Turkey",Q43
377,1721807,1967-09-12,Вешкурцев,Veshkurtsev,Василий,Vasily,Михайлович,Mikhailovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в австрийской республике,Embassy of the Russian Federation in the Republic of Austria,Q40
378,1722350,1966-12-18,Владимиров,Vladimirov,Андрей,Andrey,Юрьевич,Yuryevich,главный советник департамента,chief adviser of the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,третий департамент стран снг,Third Department of the CIS countries,
379,1721809,1980-10-21,Владышевский,Vladyshevsky,Феодосий,Theodosius,Александрович,Alexandrovich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в гродно, республика белоруссия","Consulate General of the Russian Federation in Grodno, Republic of Belarus",
380,1722351,1968-01-04,Волков,Volkov,Максим,Maxim,Геннадьевич,Gennadievich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,первый департамент азии,First Department of Asia,
381,1722352,1980-06-08,Володин,Volodin,Иван,Ivan,Алексеевич,Alekseevich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,правовой департамент,legal department,
382,1721811,1975-12-05,Волоковых,Volokovs,Петр,Peter,Сергеевич,Sergeevich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в азербайджанской республике,Embassy of the Russian Federation in the Republic of Azerbaijan,Q227
383,1722353,1983-09-18,Воронцов,Vorontsov,Константин,Konstantin,Витальевич,Vitalievich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент по вопросам нераспространения и контроля над вооружениями,Department for Non-Proliferation and Arms Control,
385,1721813,1977-05-21,Воскресенский,Voskresensky,Филипп,Philip,Сергеевич,Sergeevich,начальник отдела в департаменте,head of department in the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент информации и печати,Department of Information and Press,
386,1721814,1971-05-19,Вушкарник,Vushkarnik,Антон,Anton,Валерьевич,Valerievich,заместитель постоянного представителя,Deputy Permanent Representative,чрезвычайный и полномочный посланник 2 класса,Q139927432,"постоянное представительство российской федерации при организации по безопасности и сотрудничеству в европе (обсе) в вене, австрийская республика","Permanent Mission of the Russian Federation to the Organization for Security and Cooperation in Europe (OSCE) in Vienna, Republic of Austria",Q40
387,1722355,1981-09-30,Гаврилов,Gavrilov,Олег,Oleg,Владимирович,Vladimirovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент информации и печати,Department of Information and Press,
389,1722034,1980-02-25,Галактионова,Galaktionova,Елена,Elena,Владимировна,Vladimirovna,директор департамента,director of the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент по многостороннему гуманитарному сотрудничеству и культурным связям,Department of Multilateral Humanitarian Cooperation and Cultural Relations,
390,1722356,1982-12-03,Гарибян,Garibyan,Тигран,Tigran,Левонович,Levonovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в венгрии,Embassy of the Russian Federation in Hungary,Q28
391,1722357,1980-12-26,Геворкян,Gevorkyan,Рафаэл,Raphael,Самвелович,Samvelovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в исламской республике иран,Embassy of the Russian Federation in the Islamic Republic of Iran,Q794
392,1722358,1960-02-28,Голуб,Dove,Алексей,Alexey,Иванович,Ivanovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,"департамент по связям с субъектами федерации,парламентом и общественными объединениями","Department for Relations with Federal Subjects, Parliament, and Public Associations",
393,1721816,1978-09-10,Голубовский,Golubovsky,Руслан,Ruslan,Юрьевич,Yuryevich,генеральный консул,Consul General,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в кейптауне, южно-африканская республика","Consulate General of the Russian Federation in Cape Town, South Africa",Q258
394,1721817,1969-09-25,Гоменюк,Gomenyuk,Александр,Alexander,Евгеньевич,Evgenievich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,генеральный секретариат (департамент),General Secretariat (Department),
395,1722359,1970-12-10,Горбунов,Gorbunov,Иван,Ivan,Николаевич,Nikolaevich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,четвертый европейский департамент,Fourth European Department,
396,1722360,1976-07-13,Горшкова,Gorshkova,Елена,Elena,Вячеславовна,Vyacheslavovna,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент кадров,HR department,
397,1722361,1971-02-19,Градов,Gradov,Сергей,Sergey,Викторович,Viktorovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,валютно-финансовый департамент,currency and financial department,
398,1721818,1976-10-08,Гребенщиков,Grebenshchikov,Всеволод,Vsevolod,Эдуардович,Eduardovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент внешнеполитического планирования,Department of Foreign Policy Planning,
401,1722363,1974-06-17,Григорьев,Grigoriev,Алексей,Alexey,Юрьевич,Yuryevich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,первый европейский департамент,First European Department,
402,1721819,1969-07-26,Гуенков,Guenkov,Валерий,Valery,Иванович,Ivanovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике корея,Embassy of the Russian Federation in the Republic of Korea,Q884
403,1722364,1981-09-24,Гусаров,Gusarov,Александр,Alexander,Евгеньевич,Evgenievich,директор департамента,director of the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент северной атлантики,Department of the North Atlantic,
404,1722365,1981-09-05,Гущин,Gushchin,Сергей,Sergey,Владимирович,Vladimirovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации во французской республике,Embassy of the Russian Federation in the French Republic,Q142
405,836737,1971-07-07,Гущин,Gushchin,Сергей,Sergey,Сергеевич,Sergeevich,главный советник департамента,chief adviser of the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,второй европейский департамент,Second European Department,
406,1721820,1968-09-25,Даровских,Darovskikh,Федор,Fedor,Олегович,Olegovich,главный советник департамента,chief adviser of the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,латиноамериканский департамент,Latin American Department,
407,1722366,1981-08-04,Дегтярев,Degtyarev,Константин,Konstantin,Петрович,Petrovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент кадров,HR department,
408,1721822,1981-02-15,Демурин,Demurin,Дмитрий,Dmitry,,,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,второй департамент стран снг,Second Department of the CIS countries,
409,1721823,1963-06-19,Демяненко,Demyanenko,Игорь,Igor,Витальевич,Vitalievich,зам.руководителя терр.органа в субъекте рф-зам.представ.мин-ва,Deputy head of the territorial body in the constituent entity of the Russian Federation - deputy representative of the Ministry of Foreign Affairs,чрезвычайный и полномочный посланник 2 класса,Q139927432,представительство мид россии в санкт-петербурге,Representative Office of the Russian Ministry of Foreign Affairs in St. Petersburg,Q159
410,1721824,1964-11-23,Джиоев,Dzhioev,Азар,Hazard,Заурбегович,Zaurbegovich,заместитель постоянного представителя,Deputy Permanent Representative,чрезвычайный и полномочный посланник 2 класса,Q139927432,"постоянное представительство российской федерации при организации по запрещению химического оружия в гааге, королевство нидерландов","Permanent Mission of the Russian Federation to the Organization for the Prohibition of Chemical Weapons in The Hague, Kingdom of the Netherlands",Q29999
411,1722367,1979-02-12,Дмитриченко,Dmitrichenko,Андрей,Andrey,Иванович,Ivanovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в королевстве таиланд,Embassy of the Russian Federation in the Kingdom of Thailand,Q869
412,842492,1978-01-19,Доровских,Dorovskikh,Алексей,Alexey,Борисович,Borisovich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в женеве, швейцарская конфедерация","Consulate General of the Russian Federation in Geneva, Swiss Confederation",Q39
413,1722368,1973-07-18,Дорохин,Dorokhin,Константин,Konstantin,Сергеевич,Sergeevich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике колумбия,Embassy of the Russian Federation in the Republic of Colombia,Q739
414,1722369,1960-12-14,Дронов,Dronov,Андрей,Andrey,Юрьевич,Yuryevich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в лейпциге, федеративная республика германия","Consulate General of the Russian Federation in Leipzig, Federal Republic of Germany",Q183
415,1722370,1975-05-12,Дудник,Angelica,Оксана,Oksana,Сергеевна,Sergeevna,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в пусане, республика корея","Consulate General of the Russian Federation in Busan, Republic of Korea",Q884
416,1721826,1968-12-13,Дьяконенко,Dyakonenko,Сергей,Sergey,Александрович,Alexandrovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,генеральный секретариат (департамент),General Secretariat (Department),
417,360463,,Дьяков,Dyakov,Владимир,Vladimir,Александрович,Alexandrovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике северной македонии,Embassy of the Russian Federation in the Republic of North Macedonia,Q221
418,1722371,1982-09-23,Дьяченко,Dyachenko,Сергей,Sergey,Владимирович,Vladimirovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,первый департамент стран снг,First Department of the CIS countries,
419,1722372,1975-08-24,Дьячков,Dyachkov,Денис,Denis,Геннадьевич,Gennadievich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в аргентинской республике,Embassy of the Russian Federation in the Argentine Republic,Q414
420,1722373,1959-08-02,Евсеев,Evseev,Виктор,Victor,Викторович,Viktorovich,начальник отдела в департаменте,head of department in the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент африки,Department of Africa,
421,1722374,1980-12-17,Евстигнеева,Evstigneeva,Анна,Anna,Михайловна,Mikhailovna,заместитель постоянного представителя,Deputy Permanent Representative,чрезвычайный и полномочный посланник 2 класса,Q139927432,"постоянное представительство российской федерации при оон в нью-йорке, соединенные штаты америки","Permanent Mission of the Russian Federation to the United Nations in New York, United States of America",Q30
422,1722375,1964-04-05,Егоров,Egorov,Олег,Oleg,Романович,Romanovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент по работе с соотечественниками за рубежом,Department for Work with Compatriots Abroad,
423,1722376,1967-08-01,Елкин,Elkin,Михаил,Michael,Владимирович,Vladimirovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,второй департамент стран снг,Second Department of the CIS countries,
424,1721783,1979-07-15,Ёлкин,Yolkin,Александр,Alexander,Георгиевич,Georgievich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в литовской республике,Embassy of the Russian Federation in the Republic of Lithuania,Q37
425,1722038,,Епифанов,Epifanov,Владлен,Vladlen,Викторович,Viktorovich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в торонто, канада","Consulate General of the Russian Federation in Toronto, Canada",Q16
426,1722377,1972-04-15,Журавлев,Zhuravlev,Роман,Novel,Игоревич,Igorevich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,первый департамент азии,First Department of Asia,
427,1722378,1974-12-27,Журов,Zhurov,Александр,Alexander,Викторович,Viktorovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике южная осетия,Embassy of the Russian Federation in the Republic of South Ossetia,Q23427
428,1722379,1977-10-23,Заболоцкая,Zabolotskaya,Мария,Maria,Владимировна,Vladimirovna,заместитель постоянного представителя,Deputy Permanent Representative,чрезвычайный и полномочный посланник 2 класса,Q139927432,"постоянное представительство российской федерации при оон в нью-йорке, соединенные штаты америки","Permanent Mission of the Russian Federation to the United Nations in New York, United States of America",Q30
429,1722039,1963-07-14,Зайнутдинов,Zainutdinov,Руслан,Ruslan,Амирович,Amirovich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в дархане, монголия","Consulate General of the Russian Federation in Darkhan, Mongolia",Q711
430,1721828,1963-03-29,Замятина,Zamyatin,Галина,Galina,Игоревна,Igorevna,главный советник департамента,chief adviser of the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,четвертый европейский департамент,Fourth European Department,
431,1722041,1960-02-18,Захаров,Zakharov,Александр,Alexander,Константинович,Konstantinovich,,#VALUE!,чрезвычайный и полномочный посланник 2 класса,Q139927432,,#VALUE!,
432,1721829,1979-04-23,Зевахин,Zevahin,Тимур,Timur,,,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент азиатского и тихоокеанского сотрудничества,Department of Asian and Pacific Cooperation,
433,1721830,1974-11-08,Зезюлин,Zezyulin,Александр,Alexander,Николаевич,Nikolaevich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации во французской республике,Embassy of the Russian Federation in the French Republic,Q142
434,1722380,1962-08-22,Зеленов,Zelenov,Александр,Alexander,Викторович,Viktorovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,генеральный секретариат (департамент),General Secretariat (Department),
435,1722381,1978-05-02,Иванов,Ivanov,Алексей,Alexey,Юрьевич,Yuryevich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в турецкой республике,Embassy of the Russian Federation in the Republic of Turkey,Q43
436,1721832,,Ивахин,Ivakhin,Андрей,Andrey,Юрьевич,Yuryevich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в монголии,Embassy of the Russian Federation in Mongolia,Q711
437,1721833,1969-11-20,Идамкин,Idamkin,Алексей,Alexey,Михайлович,Mikhailovich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в мале, мальдивская республика","Consulate General of the Russian Federation in Male, Republic of Maldives",Q912
438,1722382,1985-10-14,Изотова,Izotova,Екатерина,Catherine,Алексеевна,Alekseevna,помощник министра,assistant to the minister,чрезвычайный и полномочный посланник 2 класса,Q139927432,генеральный секретариат (департамент),General Secretariat (Department),
439,1721834,1968-05-23,Инюшкин,Inyushkin,Игорь,Igor,Николаевич,Nikolaevich,начальник отдела в департаменте,head of department in the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,четвертый европейский департамент,Fourth European Department,
440,1722383,1961-10-21,Истомин,Istomin,Александр,Alexander,Александрович,Alexandrovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в королевстве саудовская аравия,Embassy of the Russian Federation in the Kingdom of Saudi Arabia,Q851
441,839404,1980-07-03,Калачев,Kalachev,Александр,Alexander,Александрович,Alexandrovich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в стамбуле, турецкая республика","Consulate General of the Russian Federation in Istanbul, Republic of Turkey",Q43
442,1722384,1973-05-20,Калашников,Kalashnikov,Николай,Nikolay,Владимирович,Vladimirovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент многостороннего сотрудничества по правам человека,Department of Multilateral Cooperation on Human Rights,
444,1722046,1980-07-03,Калугин,Kalugin,Михаил,Michael,Александрович,Alexandrovich,директор департамента,director of the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,четвертый департамент стран снг,Fourth Department of the CIS countries,
445,1721836,1961-09-04,Кандауров,Kandaurov,Руслан,Ruslan,Измаилович,Izmailovich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в гюмри, республика армения","Consulate General of the Russian Federation in Gyumri, Republic of Armenia",Q399
446,1722386,1964-10-03,Капустин,Kapustin,Алексей,Alexey,Владимирович,Vladimirovich,начальник отдела в департаменте,head of department in the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,латиноамериканский департамент,Latin American Department,
447,1722387,1963-02-09,Караваев,Karavaev,Игорь,Igor,Вячеславович,Vyacheslavovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в королевстве камбоджа,Embassy of the Russian Federation in the Kingdom of Cambodia,Q424
448,845083,,Каргаполов,Kargapolov,Анатолий,Anatoly,Владимирович,Vladimirovich,генеральный консул российской федерации,Consul General of the Russian Federation,чрезвычайный и полномочный посланник 2 класса,Q139927432,"генеральное консульство российской федерации в гонконге (сянгане), китайская народная республика","Consulate General of the Russian Federation in Hong Kong (Xianggang), People's Republic of China",Q865
449,1722047,1963-07-23,Касаткин,Kasatkin,Дмитрий,Dmitry,Витальевич,Vitalievich,начальник отдела в департаменте,head of department in the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент экономического сотрудничества,Department of Economic Cooperation,
450,1721837,1961-11-25,Керестеджиянц,Kerestedzhiyants,Алексей,Alexey,Леонидович,Leonidovich,главный советник департамента,chief adviser of the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент ситуационно-кризисный центр,Department of Crisis Management Center,
451,1722388,1981-11-15,Ким,Kim,Александр,Alexander,Вячеславович,Vyacheslavovich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в соединенных штатах америки,Embassy of the Russian Federation in the United States of America,Q30
452,1722389,1964-03-26,Ким,Kim,Владимир,Vladimir,Эдуардович,Eduardovich,главный советник департамента,chief adviser of the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,генеральный секретариат (департамент),General Secretariat (Department),
453,1722390,1959-11-04,Киселев,Kiselev,Андрей,Andrey,Николаевич,Nikolaevich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике хорватии,Embassy of the Russian Federation in the Republic of Croatia,Q224
454,580836,,Климанов,Klimanov,Владимир,Vladimir,Александрович,Alexandrovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент дипломатическо-курьерской связи,Department of Diplomatic and Courier Communications,
455,1722391,1977-03-26,Князева,Knyazeva,Анна,Anna,Александровна,Alexandrovna,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,правовой департамент,legal department,
456,1722392,1973-05-29,Ковалев,Kovalev,Олег,Oleg,Анатольевич,Anatolyevich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент ситуационно-кризисный центр,Department of Crisis Management Center,
457,1722393,1977-10-24,Ковальчук,Kovalchuk,Ирина,Irina,Сергеевна,Sergeevna,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,первый департамент стран снг,First Department of the CIS countries,
458,1722394,1964-05-05,Козлов,Kozlov,Александр,Alexander,Викторович,Viktorovich,посол по особым поручениям,Ambassador-at-Large,чрезвычайный и полномочный посланник 2 класса,Q139927432,группа послов по особым поручениям мид российской федерации,Group of Ambassadors-at-Large of the Ministry of Foreign Affairs of the Russian Federation,
459,1722395,1977-08-04,Козлов,Kozlov,Александр,Alexander,Леонидович,Leonidovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,второй департамент азии,Second Department of Asia,
460,1722396,1974-10-20,Кокорев,Kokorev,Михаил,Michael,Евгеньевич,Evgenievich,советник-посланник,Minister-Counselor,чрезвычайный и полномочный посланник 2 класса,Q139927432,посольство российской федерации в республике эквадор,Embassy of the Russian Federation in the Republic of Ecuador,Q736
461,1722397,1976-08-28,Колесников,Kolesnikov,Андрей,Andrey,Леонидович,Leonidovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,второй европейский департамент,Second European Department,
462,840832,1964-12-23,Колесников,Kolesnikov,Евгений,Evgeny,Иванович,Ivanovich,начальник отдела в департаменте,head of department in the department,чрезвычайный и полномочный посланник 2 класса,Q139927432,департамент лингвистического обеспечения,Department of Linguistic Support,
463,1722398,,Комаров,Komarov,Евгений,Evgeny,Петрович,Petrovich,помощник министра,assistant to the minister,чрезвычайный и полномочный посланник 2 класса,Q139927432,,#VALUE!,
464,1722399,1977-05-21,Кондаков,Kondakov,Александр,Alexander,Валентинович,Valentinovich,заместитель директора департамента,Deputy Director of the Department,чрезвычайный и полномочный посланник 2 класса,Q139927432,второй департамент стран снг,Second Department of the CIS countries,
