diplomat_id,person_id,person_item,dob,family_name,family_name_en,name,name_en,patronymic,patronymic_en,position,rank,rank_item,department,country_item
132,11519,Q2643961,1959-08-22,Мешков,Meshkov,Алексей,Alexey,Юрьевич,Yuryevich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации во французской республике,Q142
133,129584,Q3050754,1953-06-11,Митрофанова,Mitrofanov,Элеонора,Eleanor,Валентиновна,Valentinovna,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в республике болгарии,Q219
134,838528,Q18246235,1955-10-20,Михайлов,Mikhailov,Валерий,Valery,Александрович,Alexandrovich,,чрезвычайный и полномочный посол,Q137783787,,
135,11521,Q4302421,1961-05-04,Моргулов,Morgulov,Игорь,Igor,Владимирович,Vladimirovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в китайской народной республике,Q865
136,1721887,Q15073486,1959-01-29,Моргунов,Morgunov,Илья,Ilya,Анатольевич,Anatolyevich,,чрезвычайный и полномочный посол,Q137783787,,
137,11523,Q1000053,1962-02-26,Небензя,Nebenzya,Василий,Vasily,Алексеевич,Alekseevich,постоянный представитель российской федерации,чрезвычайный и полномочный посол,Q137783787,"постоянное представительство российской федерации при оон в нью-йорке, соединенные штаты америки",Q30
138,841742,Q4317737,1955-05-03,Нестеренко,Nesterenko,Андрей,Andrey,Алексеевич,Alekseevich,,чрезвычайный и полномочный посол,Q137783787,,
139,833811,Q4318244,1953-06-02,Нечаев,Nechaev,Сергей,Sergey,Юрьевич,Yuryevich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в федеративной республике германия,Q183
140,837090,Q70254899,1960-08-13,Новиков,Novikov,Алексей,Alexey,Алексеевич,Alekseevich,,чрезвычайный и полномочный посол,Q137783787,,
141,841195,Q124770075,1959-02-14,Нуризаде,Nurizade,Александр,Alexander,Беюкович,Bejukovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федеоации в хорватии,Q224
142,63632,Q18634693,1967-06-14,Овечко,Sheep,Геннадий,Gennady,Алексеевич,Alekseevich,директор департамента,чрезвычайный и полномочный посол,Q137783787,департамент по работе с соотечественниками за рубежом,
143,842714,Q131305457,1966-08-08,Овчинников,Ovchinnikov,Алексей,Alexey,Михайлович,Mikhailovich,директор департамента,чрезвычайный и полномочный посол,Q137783787,департамент азиатского и тихоокеанского сотрудничества,
144,1722058,Q4332124,1958-08-20,Озеров,Ozerov,Олег,Oleg,Борисович,Borisovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в республике молдова,Q217
145,100,Q4339012,1976-01-14,Островский,Ostrovsky,Алексей,Alexey,Владимирович,Vladimirovich,генеральный директор мид россии,чрезвычайный и полномочный посол,Q137783787,руководство,Q159
146,845796,Q65148465,1962-12-16,Павловский,Pavlovsky,Алексей,Alexey,Викторович,Viktorovich,директор департамента,чрезвычайный и полномочный посол,Q137783787,второй департамент азии,
147,60757,Q64401399,1963-06-25,Панкин,Pankin,Александр,Alexander,Анатольевич,Anatolyevich,заместитель министра иностранных дел российской федерации,чрезвычайный и полномочный посол,Q137783787,руководство,
148,1722063,Q120281156,1962-01-01,Парамонов,Paramonov,Алексей,Alexey,Владимирович,Vladimirovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в итальянской республике,Q38
149,1721900,Q15079490,1959-09-27,Петраков,Petrakov,Михаил,Michael,Иванович,Ivanovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в австралии,Q408
150,841284,NONE,1962-12-14,Петров,Petrov,Сергей,Sergey,Владимирович,Vladimirovich,посол по особым поручениям,чрезвычайный и полномочный посол,Q137783787,группа послов по особым поручениям мид российской федерации,
151,843103,Q109492484,1969-02-08,Петрович,Petrovich,Сергей,Sergey,Святославович,Svyatoslavovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации на ямайке,Q766
152,1721901,Q124770727,1967-06-14,Пилипсон,Pilipson,Юрий,Yuri,Валентинович,Valentinovich,директор департамента,чрезвычайный и полномочный посол,Q137783787,четвертый европейский департамент,
153,1722067,Q109486517,1956-05-16,Писарев,Pisarev,Александр,Alexander,Борисович,Borisovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в республике парагвай,Q733
154,1721905,Q131783564,1962-07-01,Подъёлышев,Podyolyshev,Андрей,Andrey,Леонидович,Leonidovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в федеративной республике нигерии,Q1033
156,837476,Q4718737,1959-04-19,Поляков,Polyakov,Александр,Alexander,Дмитриевич,Dmitrievich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в республике руанда,Q1037
157,836110,Q64493057,1971-08-28,Полянский,Polyansky,Дмитрий,Dmitry,Алексеевич,Alekseevich,постоянный представитель российской федерации,чрезвычайный и полномочный посол,Q137783787,"постоянное представительство российской федерации при организации по безопасности и сотрудничеству в европе (обсе) в вене, австрийская республика",Q40
158,1721906,Q136816181,1960-05-06,Прицепов,Pritsepov,Андрей,Andrey,Анатольевич,Anatolyevich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,"посольство российской федерации в кооперативной республике гайана, сент-винсенте и гренадинах, республике тринидад и тобаго по совместительству",Q757
158,1721906,Q136816181,1960-05-06,Прицепов,Pritsepov,Андрей,Andrey,Анатольевич,Anatolyevich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,"посольство российской федерации в кооперативной республике гайана, сент-винсенте и гренадинах, республике тринидад и тобаго по совместительству",Q754
158,1721906,Q136816181,1960-05-06,Прицепов,Pritsepov,Андрей,Andrey,Анатольевич,Anatolyevich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,"посольство российской федерации в кооперативной республике гайана, сент-винсенте и гренадинах, республике тринидад и тобаго по совместительству",Q734
159,837335,Q4389751,1955-05-04,Рамишвили,Ramishvili,Теймураз,Teimuraz,Отарович,Otarovich,,чрезвычайный и полномочный посол,Q137783787,,
160,1721913,Q70254811,1962-06-10,Рогачев,Rogachev,Илья,Ilya,Игоревич,Igorevich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в южно-африканской республике,Q258
161,834728,Q60827981,1958-03-06,Романченко,Romanchenko,Игорь,Igor,Владимирович,Vladimirovich,,чрезвычайный и полномочный посол,Q137783787,,
162,837763,Q98593930,1962-07-22,Рудаков,Rudakov,Александр,Alexander,Николаевич,Nikolaevich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в ливанской республике,Q822
163,376748,Q85820751,1962-09-24,Руденко,Rudenko,Андрей,Andrey,Юрьевич,Yuryevich,заместитель министра иностранных дел российской федерации,чрезвычайный и полномочный посол,Q137783787,руководство,
164,11522,Q4402403,1960-07-08,Рябков,Ryabkov,Сергей,Sergey,Алексеевич,Alekseevich,заместитель министра иностранных дел российской федерации,чрезвычайный и полномочный посол,Q137783787,руководство,
165,838740,Q29225113,1964-03-29,Сафронков,Safronkov,Владимир,Vladimir,Карпович,Karpovich,посол по особым поручениям,чрезвычайный и полномочный посол,Q137783787,группа послов по особым поручениям мид российской федерации,
166,1721923,Q21152631,1961-11-27,Семиволос,Semivolos,Владлен,Vladlen,Станиславович,Stanislavovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в республике уганда,Q1036
167,843788,Q40037788,1965-06-28,Сентебов,Sentebov,Алексей,Alexey,Леонидович,Leonidovich,,чрезвычайный и полномочный посол,Q137783787,,
168,5372,Q102428569,1960-01-16,Сентюрин,Senturin,Юрий,Yuri,Петрович,Petrovich,посол по особым поручениям,чрезвычайный и полномочный посол,Q137783787,группа послов по особым поручениям мид российской федерации,
169,846085,Q56308082,1953-01-23,Соколенко,Sokolenko,Владимир,Vladimir,Григорьевич,Grigorievich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в республике чад,Q657
170,840009,Q15076897,1967-02-24,Соломатин,Solomatin,Алексей,Alexey,Владимирович,Vladimirovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в алжирской народной демократической республике,Q262
171,838236,Q28500596,1955-04-06,Солтановский,Soltanovsky,Иван,Ivan,Дмитриевич,Dmitrievich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в ватикане,Q237
172,836951,Q18741037,1956-06-11,Сорокин,Sorokin,Виктор,Victor,Александрович,Alexandrovich,заместитель директора департамента,чрезвычайный и полномочный посол,Q137783787,второй департамент стран снг,
173,1721929,Q15076779,1958-02-10,Софинский,Sofinsky,Николай,Nikolay,Всеволодович,Vsevolodovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в мексиканских соединенных штатах,Q96
174,839973,Q41573926,1957-08-31,Спринчан,Sprinchan,Владимир,Vladimir,Иванович,Ivanovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в республике эквадор,Q736
175,844095,Q107262941,1960-12-22,Станиславов,Stanislavov,Евгений,Evgeny,Арнольдович,Arnoldovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в венгрии,Q28
176,844593,Q109489862,1972-03-08,Степанов,Stepanov,Олег,Oleg,Владимирович,Vladimirovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в канаде,Q16
177,1721930,Q124770427,1966-01-20,Стерник,Sternik,Александр,Alexander,Вадимович,Vadimovich,директор департамента (член коллегии),чрезвычайный и полномочный посол,Q137783787,третий департамент стран снг,
178,1722072,Q136815498,1968-12-24,Студенников,Studennikov,Артем,Artem,Игоревич,Igorevich,директор департамента,чрезвычайный и полномочный посол,Q137783787,первый европейский департамент,
179,844677,Q40039888,1956-04-05,Суриков,Surikov,Александр,Alexander,Васильевич,Vasilievich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в республике мозамбик,Q1029
180,839914,Q23656586,1956-01-21,Тавдумадзе,Tavdumadze,Николай,Nikolay,Карлович,Karlovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в республике колумбии,Q739
181,1722298,Q18278475,1957-01-10,Тарабрин,Tarabrin,Владимир,Vladimir,Евгеньевич,Evgenievich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в королевстве нидерландов,Q29999
182,843326,Q39082657,1960-04-22,Тараров,Tararov,Владимир,Vladimir,Николаевич,Nikolaevich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в республике мозамбик,Q1029
183,841280,Q15074664,1954-10-23,Татаринцев,Tatarintsev,Виктор,Victor,Иванович,Ivanovich,,чрезвычайный и полномочный посол,Q137783787,,
184,844851,Q65129933,1958-05-06,Терехин,Terekhin,Евгений,Evgeny,Евгеньевич,Evgenievich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в федеративной демократической республике эфиопии,Q115
185,5352,Q4458253,1958-07-28,Титов,Titov,Владимир,Vladimir,Геннадиевич,Gennadievich,,чрезвычайный и полномочный посол,Q137783787,,
186,1722299,Q18409512,1960-10-09,Ткаченко,Tkachenko,Всеволод,Vsevolod,Игоревич,Igorevich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в республике кении,Q114
187,1721939,Q19916949,1964-06-20,Тодуа,Todua,Георгий,George,Владимирович,Vladimirovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в республике камерун,Q1009
188,835732,Q15071540,1956-10-12,Токовинин,Tokovinin,Александр,Alexander,Аврельевич,Avrelevich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в королевстве бельгия,Q31
189,835659,Q65128394,1966-02-04,Томихин,Tomikhin,Евгений,Evgeny,Юрьевич,Yuryevich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в королевстве таиланд,Q869
190,1721944,Q124770092,1968-04-24,Тяпкин,Tyapkin,Олег,Oleg,Николаевич,Nikolaevich,директор департамента (член коллегии),чрезвычайный и полномочный посол,Q137783787,третий европейский департамент,
191,844585,Q24668916,1962-01-19,Удовиченко,Udovichenko,Николай,Nikolay,Николаевич,Nikolaevich,,чрезвычайный и полномочный посол,Q137783787,,
192,838829,Q56308285,1958-08-23,Ульянов,Ulyanov,Михаил,Michael,Иванович,Ivanovich,постоянный представитель российской федерации,чрезвычайный и полномочный посол,Q137783787,"постоянное представительство российской федерации при международных организациях в вене, австрийская республика",Q40
193,840276,Q60827702,1967-11-09,Феоктистов,Feoktistov,Дмитрий,Dmitry,Валерьевич,Valerievich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в аргентинской республике,Q414
194,834900,Q18741066,1957-12-09,Филатов,Filatov,Юрий,Yuri,Анатольевич,Anatolyevich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в ирландии,Q27
195,1722075,Q16713162,1950-07-19,Хакимов,Khakimov,Бахтиер,Bakhtiyer,Маруфович,Marufovich,советник министра,чрезвычайный и полномочный посол,Q137783787,генеральный секретариат (департамент),
196,837479,Q21857272,1962-01-18,Ховаев,Khovaev,Игорь,Igor,Анатольевич,Anatolyevich,посол по особым поручениям,чрезвычайный и полномочный посол,Q137783787,группа послов по особым поручениям мид российской федерации,
198,842497,Q47453478,1957-04-12,Хохоликов,Khokholikov,Александр,Alexander,Николаевич,Nikolaevich,,чрезвычайный и полномочный посол,Q137783787,,
199,835670,Q56308208,1955-08-24,Чальян,Chalyan,Карэн,Karen,Драстаматович,Drastamatovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в республике экваториальная гвинея,Q983
200,838368,Q84721860,1968-10-31,Чепик,Chepik,Георгий,George,Юрьевич,Yuryevich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в республике конго (браззавиль),Q971
201,837029,Q18280162,1957-11-05,Шведов,Swedes,Андрей,Andrey,Владимирович,Vladimirovich,заместитель директора департамента,чрезвычайный и полномочный посол,Q137783787,историко-документальный департамент,
202,1721334,Q827054,1948-09-05,Швыдкой,Shvydkoy,Михаил,Michael,Ефимович,Efimovich,советник министра,чрезвычайный и полномочный посол,Q137783787,генеральный секретариат (департамент),
203,834050,Q64011214,1959-07-09,Шебаршин,Shebarshin,Алексей,Alexey,Леонидович,Leonidovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в федеративной республике нигерии,Q1033
204,837194,Q4527247,1955-03-16,Шуваев,Shuvaev,Валерьян,Valerian,Владимирович,Vladimirovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в алжирской народной демократической республике,Q262
205,1721962,Q4527271,1953-12-12,Шувалов,Shuvalov,Константин,Konstantin,Викторович,Viktorovich,посол по особым поручениям,чрезвычайный и полномочный посол,Q137783787,группа послов по особым поручениям мид российской федерации,
206,846335,Q4527538,1951-03-29,Шульгин,Shulgin,Александр,Alexander,Васильевич,Vasilievich,,чрезвычайный и полномочный посол,Q137783787,,
207,1722079,Q124770193,1962-05-01,Щетинин,Shchetinin,Александр,Alexander,Валентинович,Valentinovich,директор департамента (член коллегии),чрезвычайный и полномочный посол,Q137783787,латиноамериканский департамент,
209,838553,Q21820702,1960-02-20,Ярахмедов,Yarakhmedov,Азим,Azim,Алаудинович,Alaudinovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посол,Q137783787,посольство российской федерации в республике замбии,Q953
210,844886,Q28839968,1967-08-23,Аганин,Aganin,Айдар,Aidar,Рашидович,Rashidovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в государстве ливия,Q1016
213,1722031,Q130286204,1973-03-02,Белинский,Belinsky,Владимир,Vladimir,Григорьевич,Grigorievich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в республике чили,Q298
214,842283,Q40029902,1967-05-06,Беляев,Belyaev,Игорь,Igor,Алексеевич,Alekseevich,заместитель директора департамента,чрезвычайный и полномочный посланник 1 класса,Q139927408,департамент ближнего востока и северной африки,
215,1722301,Q109494080,1966-01-19,Бердников,Berdnikov,Сергей,Sergey,Леонидович,Leonidovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в республике зимбабве,Q954
216,844716,Q112992859,1960-10-16,Бикантов,Bikantov,Александр,Alexander,Михайлович,Mikhailovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в центральноафриканской республике,Q929
221,840890,Q28497262,1959-09-05,Векленко,Veklenko,Андрей,Andrey,Викторович,Viktorovich,заместитель директора департамента,чрезвычайный и полномочный посланник 1 класса,Q139927408,департамент северной америки,
224,835919,Q65148735,1970-06-12,Ганич,Ganich,Данила,Danila,Викторович,Viktorovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в исламской республике пакистан,Q843
228,1722305,Q124769825,1975-06-27,Даудов,Daudov,Турко,Turco,,,постоянный представитель российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,"постоянное представительство российской федерации при организации исламского сотрудничества в джидде, королевство саудовская аравия",Q851
229,839476,Q55104407,1967-03-05,Двинянин,Dvinyanin,Алексей,Alexey,Аркадьевич,Arkadyevich,заместитель директора департамента,чрезвычайный и полномочный посланник 1 класса,Q139927408,департамент ситуационно-кризисный центр,
230,1721821,Q28799078,1964-03-12,Дейнего,Deinego,Владислав,Vladislav,Николаевич,Nikolaevich,руководитель представительства,чрезвычайный и полномочный посланник 1 класса,Q139927408,представительство мид российской федерации в г. луганске,
232,1722036,Q55652636,1959-02-24,Демин,Demin,Алексей,Alexey,Михайлович,Mikhailovich,заместитель директора департамента,чрезвычайный и полномочный посланник 1 класса,Q139927408,третий департамент стран снг,
237,834510,NONE,1960-05-24,Ермаков,Ermakov,Владимир,Vladimir,Иванович,Ivanovich,директор департамента,чрезвычайный и полномочный посланник 1 класса,Q139927408,департамент по вопросам нераспространения и контроля над вооружениями,
239,844962,Q137427649,1972-11-14,Жесткий,Zhestkiy,Сергей,Sergey,Владимирович,Vladimirovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в лаосской народно-демократической республике,Q819
240,845853,Q97343779,1977-06-01,Жирнов,Zhirnov,Дмитрий,Dmitry,Александрович,Alexandrovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в исламской республике афганистан,Q889
241,838373,Q109495183,1972-01-25,Забиров,Zabirov,Тимур,Timur,Фатехович,Fatehovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в объединенных арабских эмиратах,Q878
242,1722040,Q130285919,1978-11-20,Зайцев,Zaitsev,Алексей,Alexey,Анатольевич,Anatolyevich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в албании,Q222
244,1722307,Q138609651,1968-12-09,Зыков,Zykov,Дмитрий,Dmitry,Константинович,Konstantinovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в республике северной македонии,Q221
245,1722045,Q28819033,1966-03-11,Ильичев,Ilyichev,Петр,Peter,Викторович,Viktorovich,директор департамента,чрезвычайный и полномочный посланник 1 класса,Q139927408,департамент по вопросам новых вызовов и угроз,
246,837866,Q72698975,1959-05-24,Кадышев,Kadyshev,Леонид,Leonid,Юрьевич,Yuryevich,советник-посланник,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации во французской республике,Q142
247,845638,Q84724113,1954-06-21,Калинин,Kalinin,Владимир,Vladimir,Анатольевич,Anatolyevich,,чрезвычайный и полномочный посланник 1 класса,Q139927408,,
252,1721839,Q18243696,1960-11-17,Кожанов,Kozhanov,Константин,Konstantin,Петрович,Petrovich,заместитель директора департамента,чрезвычайный и полномочный посланник 1 класса,Q139927408,"департамент по связям с субъектами федерации,парламентом и общественными объединениями",
254,1722309,Q124771351,1959-07-21,Корепанов,Korepanov,Дмитрий,Dmitry,Гениевич,Genievich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в габонской республике,Q1000
256,843622,Q84721857,1967-07-06,Красильников,Krasilnikov,Николай,Nikolay,Владимирович,Vladimirovich,,чрезвычайный и полномочный посланник 1 класса,Q139927408,,
258,842041,Q60835640,1963-05-15,Кремнев,Kremnev,Игорь,Igor,Александрович,Alexandrovich,заместитель директора департамента,чрезвычайный и полномочный посланник 1 класса,Q139927408,департамент ближнего востока и северной африки,
260,843245,Q109490858,1970-09-27,Кутрашев,Kutrashev,Эльбрус,Elbrus,Кириллович,Kirillovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в республике ирак,Q796
261,1722049,Q131305516,1962-09-04,Левин,Levin,Олег,Oleg,Владимирович,Vladimirovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в султанате оман,Q842
269,840732,Q60827474,1962-03-15,Макаров,Makarov,Николай,Nikolay,Валентинович,Valentinovich,заместитель директора департамента,чрезвычайный и полномочный посланник 1 класса,Q139927408,департамент ближнего востока и северной африки,
270,834623,Q29865271,1971-03-29,Максимов,Maximov,Максим,Maxim,Константинович,Konstantinovich,заместитель директора департамента,чрезвычайный и полномочный посланник 1 класса,Q139927408,департамент ближнего востока и северной африки,
272,1721884,Q110068355,1974-01-31,Мирошник,Miroshnik,Родион,Rodion,Валерьевич,Valerievich,посол по особым поручениям,чрезвычайный и полномочный посланник 1 класса,Q139927408,группа послов по особым поручениям мид российской федерации,
273,1722315,Q72308749,1973-12-09,Михайлов,Mikhailov,Кирилл,Kirill,Сергеевич,Sergeevich,заместитель директора департамента,чрезвычайный и полномочный посланник 1 класса,Q139927408,департамент северной атлантики,
275,1721885,Q138566590,1972-11-09,Михно,Mikhno,Георгий,George,Викторович,Viktorovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в республике польша,Q36
276,841984,Q109493923,1959-12-19,Мозго,Brain,Игорь,Igor,Николаевич,Nikolaevich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в государстве эритрея,Q986
277,1721886,Q16677574,1962-11-09,Молотков,Molotkov,Иван,Ivan,Николаевич,Nikolaevich,заместитель директора департамента,чрезвычайный и полномочный посланник 1 класса,Q139927408,департамент ближнего востока и северной африки,
279,839263,Q124770979,1971-09-10,Ноздрев,Nozdryov,Николай,Nikolay,Станиславович,Stanislavovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в японии,Q17
280,1722317,Q109487618,1965-05-11,Носков,Noskov,Михаил,Michael,Викторович,Viktorovich,заместитель директора департамента,чрезвычайный и полномочный посланник 1 класса,Q139927408,генеральный секретариат (департамент),
283,1722060,Q109487624,1955-11-12,Павлов,Pavlov,Марат,Marat,Игнатьевич,Ignatyevich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в республике филиппины,Q928
286,1722065,Q134725291,1970-05-17,Петренко,Petrenko,Олег,Oleg,Владимирович,Vladimirovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в государстве эритрея,Q986
288,1722319,Q137595586,1971-03-28,Пономарева,Ponomareva,Анна,Anna,Владимировна,Vladimirovna,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в чешской республике,Q213
289,1722320,Q120279759,1961-04-19,Попов,Popov,Алексей,Alexey,Владимирович,Vladimirovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в гвинейской республике,Q1006
295,1721912,Q134382182,1960-04-23,Рещиков,Reshchikov,Сергей,Sergey,Юрьевич,Yuryevich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в республике гватемала,Q774
297,1722069,Q113412361,1959-07-15,Салтыков,Saltykov,Алексей,Alexey,Эдуардович,Eduardovich,,чрезвычайный и полномочный посланник 1 класса,Q139927408,,
300,1722326,Q133798396,1966-05-20,Середин,Seredin,Алексей,Alexey,Викторович,Viktorovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в доминиканской республике,Q786
301,1721927,Q120267213,1964-08-18,Скосырев,Skosyrev,Алексей,Alexey,Владимирович,Vladimirovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в королевстве бахрейн,Q398
302,836412,Q24010799,1964-06-01,Соколов,Sokolov,Алексей,Alexey,Анатольевич,Anatolyevich,заместитель директора департамента,чрезвычайный и полномочный посланник 1 класса,Q139927408,департамент экономического сотрудничества,
305,1721938,Q131305865,1959-05-14,Тихазе,Tihaze,Карл,Charles,Карлович,Karlovich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,посольство российской федерации в демократической республике конго,Q974
307,834675,Q126953009,1965-02-07,Толченов,Tolchenov,Сергей,Sergey,Геннадьевич,Gennadievich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,"посольство российской федерации в республике индонезии, в демократической республике восточный тимор, в независимом государстве папуа-новая гвинея и в республике кирибати по совместительству",Q710
307,834675,Q126953009,1965-02-07,Толченов,Tolchenov,Сергей,Sergey,Геннадьевич,Gennadievich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,"посольство российской федерации в республике индонезии, в демократической республике восточный тимор, в независимом государстве папуа-новая гвинея и в республике кирибати по совместительству",Q574
307,834675,Q126953009,1965-02-07,Толченов,Tolchenov,Сергей,Sergey,Геннадьевич,Gennadievich,чрезвычайный и полномочный посол российской федерации,чрезвычайный и полномочный посланник 1 класса,Q139927408,"посольство российской федерации в республике индонезии, в демократической республике восточный тимор, в независимом государстве папуа-новая гвинея и в республике кирибати по совместительству",Q691
